"Stunden","FR.stadteinwärts","FR.stadtauswärts","noOfBikes","Wetter","temp","wind","date","year","month","day","weekday","hour"
"7/10/2015 8:00",542,357,899,NA,13,2,2015-07-10 08:00:00,2015,7,10,"Fri",8
"7/10/2015 9:00",481,319,800,NA,14,6,2015-07-10 09:00:00,2015,7,10,"Fri",9
"7/10/2015 10:00",500,349,849,NA,16,7,2015-07-10 10:00:00,2015,7,10,"Fri",10
"7/10/2015 11:00",443,334,777,NA,17,9,2015-07-10 11:00:00,2015,7,10,"Fri",11
"7/10/2015 12:00",493,468,961,NA,18,9,2015-07-10 12:00:00,2015,7,10,"Fri",12
"7/10/2015 13:00",438,448,886,NA,20,13,2015-07-10 13:00:00,2015,7,10,"Fri",13
"7/10/2015 14:00",399,478,877,NA,20,20,2015-07-10 14:00:00,2015,7,10,"Fri",14
"7/10/2015 15:00",487,457,944,NA,21,7,2015-07-10 15:00:00,2015,7,10,"Fri",15
"7/10/2015 16:00",470,439,909,NA,22,13,2015-07-10 16:00:00,2015,7,10,"Fri",16
"7/10/2015 17:00",443,422,865,NA,22,9,2015-07-10 17:00:00,2015,7,10,"Fri",17
"7/10/2015 18:00",581,504,1085,NA,21,9,2015-07-10 18:00:00,2015,7,10,"Fri",18
"7/10/2015 19:00",629,375,1004,NA,21,2,2015-07-10 19:00:00,2015,7,10,"Fri",19
"7/10/2015 20:00",511,353,864,NA,20,6,2015-07-10 20:00:00,2015,7,10,"Fri",20
"7/10/2015 21:00",332,279,611,NA,18,4,2015-07-10 21:00:00,2015,7,10,"Fri",21
"7/10/2015 22:00",247,318,565,NA,16,2,2015-07-10 22:00:00,2015,7,10,"Fri",22
"7/10/2015 23:00",190,386,576,NA,13,6,2015-07-10 23:00:00,2015,7,10,"Fri",23
"7/11/2015 0:00",92,409,501,NA,14,7,2015-07-11 00:00:00,2015,7,11,"Sat",0
"7/11/2015 1:00",70,274,344,NA,14,6,2015-07-11 01:00:00,2015,7,11,"Sat",1
"7/11/2015 2:00",39,162,201,NA,13,4,2015-07-11 02:00:00,2015,7,11,"Sat",2
"7/11/2015 3:00",10,91,101,NA,13,7,2015-07-11 03:00:00,2015,7,11,"Sat",3
"7/11/2015 4:00",13,56,69,NA,12,7,2015-07-11 04:00:00,2015,7,11,"Sat",4
"7/11/2015 5:00",18,28,46,NA,13,7,2015-07-11 05:00:00,2015,7,11,"Sat",5
"7/11/2015 6:00",35,26,61,NA,14,7,2015-07-11 06:00:00,2015,7,11,"Sat",6
"7/11/2015 7:00",96,46,142,NA,14,6,2015-07-11 07:00:00,2015,7,11,"Sat",7
"7/11/2015 8:00",164,78,242,NA,16,7,2015-07-11 08:00:00,2015,7,11,"Sat",8
"7/11/2015 9:00",314,123,437,NA,19,9,2015-07-11 09:00:00,2015,7,11,"Sat",9
"7/11/2015 10:00",373,157,530,NA,21,9,2015-07-11 10:00:00,2015,7,11,"Sat",10
"7/11/2015 11:00",386,234,620,NA,22,11,2015-07-11 11:00:00,2015,7,11,"Sat",11
"7/11/2015 12:00",396,267,663,NA,24,13,2015-07-11 12:00:00,2015,7,11,"Sat",12
"7/11/2015 13:00",446,287,733,NA,26,7,2015-07-11 13:00:00,2015,7,11,"Sat",13
"7/11/2015 14:00",378,397,775,NA,27,6,2015-07-11 14:00:00,2015,7,11,"Sat",14
"7/11/2015 15:00",399,335,734,NA,27,6,2015-07-11 15:00:00,2015,7,11,"Sat",15
"7/11/2015 16:00",398,305,703,NA,29,11,2015-07-11 16:00:00,2015,7,11,"Sat",16
"7/11/2015 17:00",346,358,704,NA,28,9,2015-07-11 17:00:00,2015,7,11,"Sat",17
"7/11/2015 18:00",429,401,830,NA,28,13,2015-07-11 18:00:00,2015,7,11,"Sat",18
"7/11/2015 19:00",517,376,893,NA,27,9,2015-07-11 19:00:00,2015,7,11,"Sat",19
"7/11/2015 20:00",452,311,763,NA,25,2,2015-07-11 20:00:00,2015,7,11,"Sat",20
"7/11/2015 21:00",323,246,569,NA,21,4,2015-07-11 21:00:00,2015,7,11,"Sat",21
"7/11/2015 22:00",213,279,492,NA,22,15,2015-07-11 22:00:00,2015,7,11,"Sat",22
"7/11/2015 23:00",155,345,500,NA,21,15,2015-07-11 23:00:00,2015,7,11,"Sat",23
"7/12/2015 0:00",98,467,565,NA,19,19,2015-07-12 00:00:00,2015,7,12,"Sun",0
"7/12/2015 1:00",59,274,333,NA,17,7,2015-07-12 01:00:00,2015,7,12,"Sun",1
"7/12/2015 2:00",41,162,203,NA,18,7,2015-07-12 02:00:00,2015,7,12,"Sun",2
"7/12/2015 3:00",16,86,102,NA,17,6,2015-07-12 03:00:00,2015,7,12,"Sun",3
"7/12/2015 4:00",10,59,69,NA,16,6,2015-07-12 04:00:00,2015,7,12,"Sun",4
"7/12/2015 5:00",12,42,54,NA,16,7,2015-07-12 05:00:00,2015,7,12,"Sun",5
"7/12/2015 6:00",14,19,33,NA,17,7,2015-07-12 06:00:00,2015,7,12,"Sun",6
"7/12/2015 7:00",25,25,50,NA,17,11,2015-07-12 07:00:00,2015,7,12,"Sun",7
"7/12/2015 8:00",67,35,102,NA,18,9,2015-07-12 08:00:00,2015,7,12,"Sun",8
"7/12/2015 9:00",154,64,218,NA,16,13,2015-07-12 09:00:00,2015,7,12,"Sun",9
"7/12/2015 10:00",169,79,248,NA,16,13,2015-07-12 10:00:00,2015,7,12,"Sun",10
"7/12/2015 11:00",125,94,219,NA,17,13,2015-07-12 11:00:00,2015,7,12,"Sun",11
"7/12/2015 12:00",146,119,265,NA,18,15,2015-07-12 12:00:00,2015,7,12,"Sun",12
"7/12/2015 13:00",185,131,316,NA,19,20,2015-07-12 13:00:00,2015,7,12,"Sun",13
"7/12/2015 14:00",232,142,374,NA,19,19,2015-07-12 14:00:00,2015,7,12,"Sun",14
"7/12/2015 15:00",196,168,364,NA,18,19,2015-07-12 15:00:00,2015,7,12,"Sun",15
"7/12/2015 16:00",177,155,332,NA,18,19,2015-07-12 16:00:00,2015,7,12,"Sun",16
"7/12/2015 17:00",195,194,389,NA,17,17,2015-07-12 17:00:00,2015,7,12,"Sun",17
"7/12/2015 18:00",183,237,420,NA,17,17,2015-07-12 18:00:00,2015,7,12,"Sun",18
"7/12/2015 19:00",214,248,462,NA,18,11,2015-07-12 19:00:00,2015,7,12,"Sun",19
"7/12/2015 20:00",119,248,367,NA,16,7,2015-07-12 20:00:00,2015,7,12,"Sun",20
"7/12/2015 21:00",91,140,231,NA,17,7,2015-07-12 21:00:00,2015,7,12,"Sun",21
"7/12/2015 22:00",52,210,262,NA,17,11,2015-07-12 22:00:00,2015,7,12,"Sun",22
"7/12/2015 23:00",33,97,130,NA,17,9,2015-07-12 23:00:00,2015,7,12,"Sun",23
"7/13/2015 0:00",28,71,99,NA,17,13,2015-07-13 00:00:00,2015,7,13,"Mon",0
"7/13/2015 1:00",19,24,43,NA,17,15,2015-07-13 01:00:00,2015,7,13,"Mon",1
"7/13/2015 2:00",3,10,13,NA,17,15,2015-07-13 02:00:00,2015,7,13,"Mon",2
"7/13/2015 3:00",3,4,7,NA,16,17,2015-07-13 03:00:00,2015,7,13,"Mon",3
"7/13/2015 4:00",11,4,15,NA,17,15,2015-07-13 04:00:00,2015,7,13,"Mon",4
"7/13/2015 5:00",30,14,44,NA,17,13,2015-07-13 05:00:00,2015,7,13,"Mon",5
"7/13/2015 6:00",115,35,150,NA,17,13,2015-07-13 06:00:00,2015,7,13,"Mon",6
"7/13/2015 7:00",240,133,373,NA,17,15,2015-07-13 07:00:00,2015,7,13,"Mon",7
"7/13/2015 8:00",450,268,718,NA,17,15,2015-07-13 08:00:00,2015,7,13,"Mon",8
"7/13/2015 9:00",418,304,722,NA,16,15,2015-07-13 09:00:00,2015,7,13,"Mon",9
"7/13/2015 10:00",358,337,695,NA,16,13,2015-07-13 10:00:00,2015,7,13,"Mon",10
"7/13/2015 11:00",264,299,563,NA,17,13,2015-07-13 11:00:00,2015,7,13,"Mon",11
"7/13/2015 12:00",296,279,575,NA,16,4,2015-07-13 12:00:00,2015,7,13,"Mon",12
"7/13/2015 13:00",323,263,586,NA,17,13,2015-07-13 13:00:00,2015,7,13,"Mon",13
"7/13/2015 14:00",297,296,593,NA,17,15,2015-07-13 14:00:00,2015,7,13,"Mon",14
"7/13/2015 15:00",332,295,627,NA,18,19,2015-07-13 15:00:00,2015,7,13,"Mon",15
"7/13/2015 16:00",381,399,780,NA,19,20,2015-07-13 16:00:00,2015,7,13,"Mon",16
"7/13/2015 17:00",399,427,826,NA,19,15,2015-07-13 17:00:00,2015,7,13,"Mon",17
"7/13/2015 18:00",316,457,773,NA,18,20,2015-07-13 18:00:00,2015,7,13,"Mon",18
"7/13/2015 19:00",288,357,645,NA,18,13,2015-07-13 19:00:00,2015,7,13,"Mon",19
"7/13/2015 20:00",177,307,484,NA,17,11,2015-07-13 20:00:00,2015,7,13,"Mon",20
"7/13/2015 21:00",127,194,321,NA,17,9,2015-07-13 21:00:00,2015,7,13,"Mon",21
"7/13/2015 22:00",58,168,226,NA,17,7,2015-07-13 22:00:00,2015,7,13,"Mon",22
"7/13/2015 23:00",57,130,187,NA,17,7,2015-07-13 23:00:00,2015,7,13,"Mon",23
"7/14/2015 0:00",32,57,89,NA,17,11,2015-07-14 00:00:00,2015,7,14,"Tues",0
"7/14/2015 1:00",19,24,43,NA,17,17,2015-07-14 01:00:00,2015,7,14,"Tues",1
"7/14/2015 2:00",7,16,23,NA,17,13,2015-07-14 02:00:00,2015,7,14,"Tues",2
"7/14/2015 3:00",8,5,13,NA,17,17,2015-07-14 03:00:00,2015,7,14,"Tues",3
"7/14/2015 4:00",14,2,16,NA,17,13,2015-07-14 04:00:00,2015,7,14,"Tues",4
"7/14/2015 5:00",37,10,47,NA,17,15,2015-07-14 05:00:00,2015,7,14,"Tues",5
"7/14/2015 6:00",89,30,119,NA,17,15,2015-07-14 06:00:00,2015,7,14,"Tues",6
"7/14/2015 7:00",346,139,485,NA,17,17,2015-07-14 07:00:00,2015,7,14,"Tues",7
"7/14/2015 8:00",454,249,703,NA,18,15,2015-07-14 08:00:00,2015,7,14,"Tues",8
"7/14/2015 9:00",402,323,725,NA,18,20,2015-07-14 09:00:00,2015,7,14,"Tues",9
"7/14/2015 10:00",339,340,679,NA,20,13,2015-07-14 10:00:00,2015,7,14,"Tues",10
"7/14/2015 11:00",377,283,660,NA,20,22,2015-07-14 11:00:00,2015,7,14,"Tues",11
"7/14/2015 12:00",351,365,716,NA,21,26,2015-07-14 12:00:00,2015,7,14,"Tues",12
